,County,Total Cases,Total Cases per 100k,Total Deaths,Total Deaths per 100k,Fully Vaccinated,Daily Case Avg,Daily Case 14-Day change %,Hospitalized Daily Avg,Hosp. Daily per 100k,Hosp. Daily change %,Deaths Daily Avg.,Deaths Daily per 100k
1848,Marion ›,3622.0,12695.0,45.0,158.0,28.0,3.0,13.0,15,21.0,0.0,,17.0
1849,Marion ›,4472.0,12020.0,121.0,325.0,26.0,9.0,18.0,11,-1.0,0.3,0.56,29.0
1850,Mariposa ›,448.0,2604.0,7.0,41.0,0.0,0.0,,6,-5.0,0.0,,25.536858475894245
1851,Marlboro ›,3362.0,12872.0,55.0,211.0,24.0,9.0,13.0,14,18.0,0.1,0.2,31.0
1852,Marquette ›,5866.0,8795.0,62.0,93.0,45.0,9.0,21.0,23,-18.0,0.0,,26.0
1853,Marquette ›,1563.0,10036.0,28.0,180.0,36.0,2.0,6.0,,-100.0,0.0,,36.0
1854,Marshall ›,1092.0,11250.0,25.0,258.0,44.0,1.0,4.0,6,-35.0,0.0,,23.0
1855,Marshall ›,2798.0,8997.0,57.0,183.0,34.0,1.0,10.0,,-100.0,0.0,,32.0
1856,Marshall ›,12250.0,12658.0,223.0,230.0,22.0,6.0,8.0,13,3.0,0.1,0.18,19.0
1857,Marshall ›,372.0,7538.0,6.0,122.0,37.0,0.0,,7,-32.0,0.0,,23.0
1858,Marshall ›,4443.0,12589.0,103.0,292.0,23.0,1.0,19.0,15,-7.0,0.0,,23.0
1859,Marshall ›,881.0,9437.0,17.0,182.0,30.0,1.0,12.0,14,-37.0,0.0,,37.0
1860,Marshall ›,4202.0,12224.0,58.0,169.0,22.0,1.0,9.0,,-100.0,0.0,,13.0
1861,Marshall ›,6077.0,13137.0,113.0,244.0,26.0,11.0,23.0,20,-4.0,0.1,0.31,26.0
1862,Marshall ›,4829.0,12266.0,75.0,191.0,36.0,1.0,10.0,,0.0,0.0,,42.0
1863,Marshall ›,3468.0,11359.0,77.0,252.0,0.0,6.0,77.0,13,42.0,0.0,,25.536858475894245
1864,Marshall ›,2046.0,12084.0,23.0,136.0,26.0,1.0,3.0,7,-15.0,0.1,0.87,29.0
1865,Marshall ›,1069.0,9346.0,20.0,175.0,34.0,2.0,4.0,4,-40.0,0.0,,34.0
1866,Martinsville ›,1598.0,12729.0,76.0,605.0,0.0,6.0,17.0,2,-75.0,0.1,0.38,25.536858475894245
1867,Martin ›,891.0,8688.0,15.0,146.0,30.0,2.0,6.0,3,-53.0,0.1,0.52,23.0
1868,Martin ›,2245.0,10004.0,40.0,178.0,63.0,6.0,12.0,4,-47.0,0.0,,35.0
1869,Martin ›,634.0,10986.0,19.0,329.0,19.0,1.0,16.0,,-100.0,0.0,,33.0
1870,Martin ›,12440.0,7727.0,322.0,200.0,39.0,2.0,7.0,11,-17.0,0.2,0.57,16.0
1871,Martin ›,1030.0,9201.0,20.0,179.0,32.0,3.0,10.0,4,6.0,0.0,,26.0
1872,Martin ›,2305.0,11711.0,31.0,157.0,39.0,12.0,18.0,14,-11.0,0.0,,37.0
1873,Mason ›,2099.0,7202.0,36.0,124.0,40.0,2.0,22.0,17,-45.0,0.1,1.37,42.0
1874,Mason ›,1507.0,11281.0,46.0,344.0,31.0,27.0,10.0,8,27.0,0.1,0.05,34.0
1875,Mason ›,2006.0,7565.0,36.0,136.0,0.0,3.0,30.0,14,48.0,0.0,,25.536858475894245
1876,Mason ›,1696.0,9936.0,36.0,211.0,33.0,1.0,23.0,8,-29.0,0.0,,21.0
1877,Mason ›,401.0,9382.0,6.0,140.0,33.0,1.0,6.0,7,28.0,0.0,,17.0
1878,Mason ›,2725.0,4081.0,29.0,43.0,33.0,5.0,7.0,,-100.0,0.0,,43.0
1879,Massac ›,1339.0,9723.0,43.0,312.0,23.0,1.0,6.0,6,-21.0,0.0,,55.0
1880,Matagorda ›,4111.0,11219.0,110.0,300.0,25.0,3.0,35.0,6,-19.0,0.1,1.96,24.0
1881,Matanuska-Susitna Borough ›,11555.0,10668.0,47.0,43.0,24.0,24.0,8.0,1,-77.0,0.0,,40.0
1882,Mathews ›,599.0,6781.0,12.0,136.0,0.0,2.0,5.0,2,-52.0,0.0,,25.536858475894245
1883,Maui ›,4479.0,2675.0,53.0,32.0,0.0,55.0,6.0,2,-49.0,0.3,0.03,25.536858475894245
1884,Maunabo,454.0,4378.0,184.76028052279247,201.96666666666667,19.0,1.0,9.0,,0.0,0.0,,23.0
1885,Maury ›,13535.0,14042.0,172.0,178.0,34.0,14.0,11.0,14,-25.0,0.0,,36.0
1886,Maverick ›,10442.0,17782.0,356.0,606.0,32.0,7.0,36.0,9,-15.0,0.1,0.7,22.0
1887,Mayagüez,2418.0,3359.0,184.76028052279247,201.96666666666667,31.0,2.0,5.0,,0.0,0.0,,30.0
1888,Mayes ›,4194.0,10204.0,69.0,168.0,24.0,1.0,0.0,,-100.0,0.1,0.17,28.0
1889,McClain ›,5299.0,13092.0,69.0,170.0,30.0,1.0,6.0,,-100.0,0.0,,18.0
1890,McCone ›,184.0,11058.0,1.0,60.0,11.0,1.0,8.0,8,19.0,0.0,,21.0
1891,McCook ›,807.0,14447.0,25.0,448.0,32.0,2.0,9.0,9,37.0,0.0,,29.0
1892,McCormick ›,1024.0,10821.0,28.0,296.0,43.0,4.0,6.0,7,-55.0,0.0,,35.0
1893,McCracken ›,6631.0,10136.0,123.0,188.0,33.0,3.0,8.0,7,-25.0,0.1,0.38,25.0
1894,McCreary ›,2005.0,11636.0,31.0,180.0,25.0,5.0,25.0,,-100.0,0.0,,23.0
1895,McCulloch ›,573.0,7177.0,19.0,238.0,21.0,1.0,2.0,,-100.0,0.0,,23.0
1896,McCurtain ›,3942.0,12007.0,90.0,274.0,18.0,1.0,3.0,7,-20.0,0.0,,26.0
1897,McDonald ›,2631.0,11521.0,36.0,158.0,14.0,6.0,6.0,20,-10.0,0.0,,31.0
1898,McDonough ›,2848.0,9595.0,59.0,199.0,30.0,1.0,4.0,7,3.0,0.0,,27.0
1899,McDowell ›,5223.0,11415.0,63.0,138.0,30.0,5.0,17.0,,-100.0,0.0,,32.0
1900,McDowell ›,1573.0,8925.0,23.0,131.0,0.0,11.0,20.0,21,-15.0,0.3,0.51,25.536858475894245
1901,McDuffie ›,2508.0,11768.0,49.0,230.0,0.0,14.0,9.0,14,18.0,0.3,0.18,25.536858475894245
1902,McHenry ›,647.0,11262.0,23.0,400.0,29.0,1.0,2.0,,-100.0,0.0,,37.0
1903,McHenry ›,28573.0,9284.0,311.0,101.0,32.0,1.0,4.0,7,-21.0,0.0,,31.0
1904,McIntosh ›,346.0,13857.0,7.0,280.0,30.0,1.0,19.0,19,0.0,0.0,,13.0
1905,McIntosh ›,2003.0,10221.0,59.0,301.0,35.0,1.0,0.0,,-100.0,0.1,0.3,23.0
1906,McIntosh ›,866.0,6023.0,16.0,111.0,0.0,0.0,,17,0.0,0.0,,25.536858475894245
1907,McKean ›,3662.0,9014.0,69.0,170.0,23.0,14.0,16.0,12,-26.0,0.3,0.33,30.0
1908,McKenzie ›,1333.0,8872.0,13.0,87.0,12.0,0.0,,16,-27.0,0.0,,36.0
1909,McKinley ›,12289.0,17219.0,467.0,654.0,52.0,3.0,80.0,7,-3.0,0.0,,14.0
1910,McLean ›,18138.0,10575.0,215.0,125.0,34.0,2.0,11.0,5,-62.0,0.0,,38.0
1911,McLean ›,883.0,9591.0,26.0,282.0,31.0,2.0,12.0,8,60.0,0.0,,32.0
1912,McLean ›,1274.0,13481.0,30.0,317.0,32.0,1.0,14.0,18,2.0,0.0,,27.0
1913,McLennan ›,27224.0,10609.0,471.0,184.0,26.0,1.0,10.0,,-100.0,0.0,,25.0
1914,McLeod ›,4225.0,11771.0,59.0,164.0,34.0,103.0,19.0,14,-7.0,1.0,0.18,40.0
1915,McMinn ›,6534.0,12146.0,98.0,182.0,21.0,1.0,9.0,15,-23.0,0.0,,20.0
1916,McMullen ›,83.0,11171.0,5.0,673.0,29.0,2.0,27.0,6,-19.0,0.0,,26.0
1917,McNairy ›,2840.0,11053.0,54.0,210.0,28.0,1.0,5.0,12,0.0,0.0,,22.0
1918,McPherson ›,29.0,5870.0,1.0,202.0,9.0,0.0,,,0.0,0.0,,20.0
1919,McPherson ›,3325.0,11649.0,89.0,312.0,36.0,1.0,5.0,,-100.0,0.0,,24.0
1920,McPherson ›,246.0,10340.0,4.0,168.0,8.0,0.0,,,0.0,0.0,,32.0
1921,Meade ›,2035.0,7122.0,25.0,87.0,24.0,1.0,2.0,,0.0,0.0,,27.0
1922,Meade ›,2770.0,9777.0,31.0,109.0,30.0,0.0,,13,-38.0,0.1,6.45,38.0
1923,Meade ›,514.0,12745.0,12.0,298.0,26.0,1.0,6.0,,0.0,0.1,1.15,28.0
1924,Meagher ›,153.0,8217.0,7.0,376.0,37.0,1.0,3.0,16,54.0,0.0,,23.0
1925,Mecklenburg ›,112005.0,10087.0,952.0,86.0,31.0,7.0,12.0,,-100.0,0.0,,36.0
1926,Mecklenburg ›,2306.0,7539.0,67.0,219.0,0.0,2.0,8.0,15,1.0,0.0,,25.536858475894245
1927,Mecosta ›,3112.0,7162.0,30.0,69.0,26.0,2.0,19.0,,-100.0,0.0,,40.0
1928,Medina ›,5022.0,9736.0,103.0,200.0,29.0,1.0,7.0,2,-65.0,0.0,,26.0
1929,Medina ›,15334.0,8531.0,264.0,147.0,41.0,2.0,9.0,4,-40.0,0.0,,35.0
1930,Meeker ›,2557.0,11011.0,40.0,172.0,31.0,24.0,12.0,6,-55.0,0.1,0.07,45.0
1931,Meigs ›,1452.0,6339.0,40.0,175.0,29.0,1.0,3.0,3,-66.0,0.1,0.51,28.0
1932,Meigs ›,1390.0,11190.0,25.0,201.0,38.0,1.0,6.0,12,-9.0,0.0,,26.0
1933,Mellette ›,261.0,12664.0,2.0,97.0,21.0,1.0,5.0,10,37.0,0.0,,41.0
1934,Menard ›,1234.0,10118.0,16.0,131.0,35.0,1.0,7.0,12,9.0,0.0,,25.0
1935,Menard ›,211.0,9869.0,9.0,421.0,36.0,1.0,7.0,2,-90.0,0.0,,26.0
1936,Mendocino ›,4101.0,4727.0,49.0,56.0,38.0,1.0,4.0,16,55.0,0.0,,25.536858475894245
1937,Menifee ›,477.0,7351.0,17.0,262.0,27.0,1.0,3.0,6,-42.0,0.1,0.32,28.0
1938,Menominee ›,2099.0,9214.0,41.0,180.0,45.0,5.0,23.0,14,-45.0,0.0,,41.0
1939,Menominee ›,812.0,17823.0,11.0,241.0,41.0,5.0,29.0,,-100.0,0.1,0.86,40.0
1940,Merced ›,31914.0,11493.0,461.0,166.0,22.0,10.0,10.0,7,14.0,0.0,,37.0
1941,Mercer ›,1124.0,13729.0,10.0,122.0,27.0,1.0,17.0,19,2.0,0.0,,24.0
1942,Mercer ›,1469.0,9516.0,33.0,214.0,37.0,1.0,4.0,,-100.0,0.0,,28.0
1943,Mercer ›,9381.0,8573.0,255.0,233.0,33.0,10.0,15.0,15,-37.0,0.3,0.44,37.0
1944,Mercer ›,4811.0,11685.0,85.0,206.0,27.0,181.0,15.0,24,-15.0,1.9,0.15,41.0
1945,Mercer ›,299.0,8267.0,2.0,55.0,22.0,1.0,2.0,8,14.0,0.0,,26.0
1946,Mercer ›,2568.0,11708.0,50.0,228.0,33.0,3.0,25.0,4,-50.0,0.0,,18.0
1947,Mercer ›,33661.0,9161.0,940.0,256.0,36.0,37.0,5.0,22,-34.0,3.0,0.38,35.0
1948,Mercer ›,4856.0,8264.0,116.0,197.0,0.0,4.0,15.0,5,13.0,0.0,,25.536858475894245
1949,Meriwether ›,2023.0,9557.0,85.0,402.0,0.0,1.0,7.0,23,-13.0,0.0,,25.536858475894245
1950,Merrick ›,786.0,10135.0,15.0,193.0,27.0,1.0,7.0,,0.0,0.0,,26.0
1951,Merrimack ›,9460.0,6249.0,114.0,75.0,38.0,9.0,15.0,1,-82.0,0.3,0.47,35.0
1952,Mesa ›,14899.0,9662.0,218.0,141.0,0.0,4.0,15.0,8,-37.0,0.0,,25.536858475894245
1953,Metcalfe ›,1043.0,10356.0,26.0,258.0,24.0,32.0,10.0,20,4.0,0.1,0.04,45.0
1954,Miami-Dade ›,493006.0,18146.0,6278.0,231.0,37.0,672.0,25.0,20,-13.0,8.6,0.32,37.0
1955,Miami ›,2754.0,8044.0,42.0,123.0,30.0,0.0,,,0.0,0.0,,26.0
1956,Miami ›,3828.0,10778.0,68.0,191.0,23.0,3.0,7.0,,-100.0,0.1,0.32,28.0
1957,Miami ›,10701.0,10002.0,217.0,203.0,31.0,12.0,12.0,15,29.0,0.0,,32.0
1958,Middlesex ›,133890.0,8307.0,3737.0,232.0,46.0,10.0,8.0,,-100.0,0.3,0.23,32.0
1959,Middlesex ›,91552.0,11096.0,2329.0,282.0,38.0,22.0,8.0,26,-19.0,0.6,0.22,41.0
1960,Middlesex ›,573.0,5415.0,20.0,189.0,0.0,3.0,2.0,12,-16.0,0.0,,25.536858475894245
1961,Middlesex ›,12670.0,7800.0,369.0,227.0,54.0,8.0,5.0,7,-26.0,0.6,0.35,54.0
1962,Midland ›,7342.0,8829.0,84.0,101.0,38.0,58.0,22.0,24,-18.0,2.3,0.86,40.0
1963,Midland ›,17541.0,9920.0,269.0,152.0,24.0,2.0,7.0,8,-56.0,0.1,0.48,27.0
1964,Mifflin ›,5299.0,11485.0,178.0,386.0,30.0,36.0,28.0,24,-21.0,0.7,0.55,36.0
1965,Milam ›,2536.0,10216.0,48.0,193.0,25.0,1.0,8.0,6,-19.0,0.0,,29.0
1966,Millard ›,1437.0,10896.0,14.0,106.0,23.0,113.0,10.0,5,-12.0,2.4,0.21,31.0
1967,Mille Lacs ›,3032.0,11539.0,53.0,202.0,34.0,4.0,18.0,17,-23.0,0.0,,37.0
1968,Miller ›,860.0,15040.0,13.0,227.0,0.0,8.0,18.0,18,123.0,0.1,0.32,25.536858475894245
1969,Miller ›,2539.0,9911.0,54.0,211.0,18.0,1.0,7.0,9,75.0,0.0,,19.0
1970,Miller ›,4334.0,10019.0,38.0,88.0,7.0,1.0,3.0,16,-12.0,0.0,,25.0
1971,Mills ›,1623.0,10742.0,22.0,146.0,35.0,2.0,6.0,,-100.0,0.0,,32.0
1972,Mills ›,657.0,13482.0,21.0,431.0,27.0,216.0,11.0,9,-15.0,3.6,0.18,32.0
1973,Milwaukee ›,116179.0,12285.0,1368.0,145.0,38.0,8.0,11.0,4,-30.0,0.1,0.2,39.0
1974,Mineral ›,2860.0,10645.0,87.0,324.0,0.0,10.0,34.0,11,-25.0,0.1,0.47,25.536858475894245
1975,Mineral ›,89.0,11573.0,1.0,130.0,0.0,47.0,28.0,22,-5.0,1.1,0.68,25.536858475894245
1976,Mineral ›,253.0,5754.0,0.0,201.96666666666667,35.0,0.0,,,0.0,0.0,,11.0
1977,Mineral ›,309.0,6859.0,7.0,155.0,36.0,1.0,4.0,,-100.0,0.0,,26.0
1978,Miner ›,304.0,13718.0,10.0,451.0,38.0,1.0,6.0,13,-38.0,0.0,,28.0
1979,Mingo ›,2579.0,11010.0,41.0,175.0,0.0,10.0,42.0,19,-14.0,0.0,,25.536858475894245
1980,Minidoka ›,2339.0,11117.0,32.0,152.0,20.0,8.0,9.0,,-100.0,0.1,0.16,26.0
1981,Minnehaha ›,31594.0,16359.0,356.0,184.0,40.0,1.0,15.0,13,-32.0,0.1,3.73,24.0
1982,Missaukee ›,1471.0,9730.0,24.0,159.0,32.0,11.0,25.0,22,-25.0,0.4,0.94,25.0
1983,Mississippi ›,5862.0,14420.0,107.0,263.0,21.0,8.0,8.0,8,5.0,0.3,0.26,23.0
1984,Mississippi ›,1447.0,10979.0,28.0,212.0,25.0,3.0,4.0,1,-79.0,0.0,,33.0
1985,Missoula ›,9085.0,7596.0,94.0,79.0,43.0,1.0,2.0,,0.0,0.0,,41.0
1986,Mitchell ›,2088.0,9550.0,82.0,375.0,0.0,2.0,7.0,15,92.0,0.0,,25.536858475894245
1987,Mitchell ›,1450.0,9690.0,16.0,107.0,28.0,8.0,11.0,4,-50.0,0.1,0.21,24.0
1988,Mitchell ›,561.0,9383.0,18.0,301.0,39.0,0.0,,,0.0,0.0,,32.0
1989,Mitchell ›,605.0,7080.0,31.0,363.0,16.0,1.0,2.0,,-100.0,0.0,,24.0
1990,Mitchell ›,1263.0,11931.0,42.0,397.0,34.0,1.0,9.0,,-100.0,0.0,,38.0
1991,Mobile ›,41089.0,9944.0,808.0,196.0,25.0,1.0,6.0,11,-13.0,0.0,,19.0
1992,Moca,1660.0,4755.0,184.76028052279247,201.96666666666667,31.0,2.0,14.0,,0.0,0.0,,22.0
1993,Modoc ›,362.0,4095.0,3.0,34.0,0.0,1.0,2.0,9,-31.0,0.0,,25.536858475894245
1994,Moffat ›,781.0,5880.0,22.0,166.0,0.0,1.0,8.0,,0.0,0.0,,25.536858475894245
1995,Mohave ›,22847.0,10768.0,723.0,341.0,22.0,2.0,6.0,,0.0,0.1,0.37,36.0
1996,Moniteau ›,1787.0,11077.0,32.0,198.0,22.0,3.0,5.0,2,-79.0,0.0,,32.0
1997,Monmouth ›,74950.0,12112.0,1609.0,260.0,40.0,59.0,12.0,21,-26.0,1.8,0.36,40.0
1998,Monona ›,828.0,9611.0,30.0,348.0,38.0,1.0,4.0,13,99.0,0.0,,28.0
1999,Monongalia ›,9203.0,8714.0,86.0,81.0,0.0,6.0,19.0,13,82.0,0.0,,25.536858475894245
2000,Mono ›,1284.0,8890.0,4.0,28.0,0.0,186.0,6.0,3,-41.0,1.9,0.06,27.0
2001,Monroe ›,868.0,12953.0,17.0,254.0,30.0,3.0,3.0,4,-52.0,0.1,0.11,20.0
2002,Monroe ›,951.0,12339.0,29.0,376.0,32.0,2.0,11.0,2,-53.0,0.0,,37.0
2003,Monroe ›,4357.0,12579.0,93.0,268.0,39.0,34.0,20.0,22,1.0,0.1,0.08,34.0
2004,Monroe ›,1140.0,8588.0,17.0,128.0,0.0,12.0,18.0,21,30.0,0.3,0.42,25.536858475894245
2005,Monroe ›,15045.0,9997.0,250.0,166.0,27.0,18.0,26.0,18,-54.0,0.3,0.42,31.0
2006,Monroe ›,66321.0,8941.0,1067.0,144.0,45.0,9.0,16.0,21,-1.0,0.3,0.5,36.0
2007,Monroe ›,4113.0,11667.0,133.0,377.0,26.0,2.0,7.0,3,-44.0,0.0,,20.0
2008,Monroe ›,1780.0,8585.0,40.0,193.0,22.0,2.0,3.0,14,-1.0,0.1,0.28,26.0
2009,Monroe ›,1000.0,11569.0,12.0,139.0,29.0,3.0,6.0,9,-8.0,0.0,,22.0
2010,Monroe ›,4655.0,10064.0,38.0,82.0,34.0,3.0,6.0,4,-47.0,0.0,,34.0
2011,Monroe ›,1334.0,12526.0,42.0,394.0,29.0,5.0,31.0,,-100.0,0.1,0.86,23.0
2012,Monroe ›,1324.0,9697.0,42.0,308.0,32.0,7.0,11.0,9,-33.0,0.0,,33.0
2013,Monroe ›,14421.0,8469.0,308.0,181.0,30.0,6.0,14.0,15,-31.0,0.3,0.7,26.0
2014,Monroe ›,7025.0,9464.0,49.0,66.0,41.0,16.0,11.0,13,-8.0,1.6,1.07,36.0
2015,Monroe ›,5870.0,12611.0,96.0,206.0,25.0,2.0,10.0,11,2.0,0.0,,30.0
2016,Monroe ›,2664.0,9660.0,100.0,363.0,0.0,3.0,9.0,8,-12.0,0.1,0.48,25.536858475894245
2017,Monroe ›,11917.0,8029.0,172.0,116.0,35.0,1.0,6.0,8,-6.0,0.0,,23.0
2018,Montague ›,2088.0,10536.0,71.0,358.0,22.0,2.0,10.0,6,-19.0,0.0,,21.0
2019,Montcalm ›,7875.0,12326.0,112.0,175.0,25.0,5.0,37.0,18,-33.0,0.1,1.13,45.0
2020,Monterey ›,43632.0,10052.0,383.0,88.0,37.0,7.0,8.0,,-100.0,0.1,0.16,38.0
2021,Montezuma ›,1925.0,7352.0,24.0,92.0,0.0,1.0,16.0,,-100.0,0.0,,25.536858475894245
2022,Montgomery ›,1033.0,10416.0,38.0,383.0,39.0,1.0,5.0,5,4.0,0.0,,42.0
2023,Montgomery ›,3460.0,10871.0,80.0,251.0,27.0,3.0,3.0,17,46.0,0.0,,37.0
2024,Montgomery ›,756.0,8413.0,33.0,367.0,24.0,1.0,1.0,10,-21.0,0.1,0.57,25.0
2025,Montgomery ›,3719.0,13089.0,80.0,282.0,28.0,24.0,22.0,16,-10.0,0.3,0.26,26.0
2026,Montgomery ›,9369.0,9508.0,95.0,96.0,0.0,12.0,8.0,15,6.0,0.1,0.09,25.536858475894245
2027,Montgomery ›,24355.0,10753.0,588.0,260.0,27.0,1.0,10.0,6,2.0,0.1,1.08,22.0
2028,Montgomery ›,70440.0,6704.0,1533.0,146.0,50.0,10.0,6.0,11,-16.0,0.6,0.35,33.0
2029,Montgomery ›,69301.0,8340.0,1688.0,203.0,37.0,22.0,14.0,10,-29.0,0.1,0.09,37.0
2030,Montgomery ›,1037.0,8978.0,11.0,95.0,28.0,1.0,4.0,,-100.0,0.0,,22.0
2031,Montgomery ›,51690.0,9722.0,1014.0,191.0,36.0,17.0,11.0,8,-16.0,0.1,0.09,35.0
2032,Montgomery ›,2731.0,9699.0,30.0,107.0,29.0,1.0,13.0,8,365.0,0.1,3.24,27.0
2033,Montgomery ›,53505.0,8809.0,571.0,94.0,25.0,1.0,5.0,6,-19.0,0.0,,21.0
2034,Montgomery ›,1269.0,12982.0,42.0,430.0,26.0,6.0,7.0,6,29.0,0.0,,20.0
2035,Montgomery ›,3323.0,12229.0,93.0,342.0,24.0,42.0,23.0,,0.0,0.6,0.32,32.0
2036,Montgomery ›,20392.0,9757.0,227.0,109.0,26.0,1.0,4.0,16,-14.0,0.1,1.0,25.0
2037,Montgomery ›,4253.0,11093.0,91.0,237.0,27.0,4.0,11.0,,-100.0,0.1,0.44,35.0
2038,Montgomery ›,4188.0,8509.0,123.0,250.0,39.0,137.0,15.0,19,-28.0,1.7,0.19,42.0
2039,Montgomery ›,892.0,9725.0,23.0,251.0,0.0,2.0,9.0,20,0.0,0.3,1.49,25.536858475894245
2040,Montmorency ›,587.0,6293.0,19.0,204.0,39.0,2.0,14.0,14,-53.0,0.0,,46.0
2041,Montour ›,1984.0,10883.0,63.0,346.0,51.0,18.0,23.0,21,-23.0,0.1,0.18,32.0
2042,Montrose ›,3477.0,8132.0,58.0,136.0,0.0,1.0,18.0,,0.0,0.0,,25.536858475894245
2043,Moody ›,664.0,10097.0,18.0,274.0,32.0,0.0,,13,-32.0,0.0,,8.0
2044,Moore ›,1014.0,15629.0,17.0,262.0,13.0,7.0,17.0,12,32.0,0.3,0.65,19.0
2045,Moore ›,2729.0,13032.0,72.0,344.0,28.0,20.0,9.0,3,-61.0,0.6,0.25,34.0
2046,Moore ›,8896.0,8818.0,188.0,186.0,38.0,5.0,9.0,15,-25.0,0.1,0.24,35.0
2047,Mora ›,170.0,3760.0,6.0,133.0,31.0,0.0,,,0.0,0.0,,26.0
2048,Morehouse ›,2835.0,11397.0,76.0,306.0,25.0,5.0,15.0,9,6.0,0.1,0.44,29.0
2049,Morgan ›,14324.0,11969.0,279.0,233.0,24.0,14.0,6.0,7,6.0,0.3,0.13,24.0
2050,Morgan ›,1286.0,10607.0,11.0,91.0,26.0,1.0,45.0,5,-12.0,0.0,,35.0
2051,Morgan ›,3992.0,11860.0,102.0,303.0,32.0,8.0,17.0,33,-35.0,0.9,1.72,34.0
2052,Morgan ›,2261.0,16989.0,3.0,23.0,32.0,5.0,37.0,8,8.0,0.0,,30.0
2053,Morgan ›,2665.0,9168.0,94.0,323.0,0.0,4.0,7.0,5,-59.0,0.0,,25.536858475894245
2054,Morgan ›,1712.0,8300.0,44.0,213.0,23.0,1.0,3.0,3,-50.0,0.0,,17.0
2055,Morgan ›,2512.0,11737.0,39.0,182.0,30.0,3.0,8.0,18,12.0,0.0,,22.0
2056,Morgan ›,6610.0,9377.0,144.0,204.0,30.0,1.0,7.0,15,24.0,0.0,,26.0
2057,Morgan ›,1184.0,6620.0,20.0,112.0,0.0,1.0,8.0,,-100.0,0.0,,25.536858475894245
2058,Morgan ›,1085.0,7479.0,23.0,159.0,28.0,2.0,5.0,8,-16.0,0.0,,24.0
2059,Morgan ›,2253.0,11688.0,30.0,156.0,0.0,90.0,8.0,12,-19.0,2.1,0.2,25.536858475894245
2060,Morovis,1686.0,5607.0,184.76028052279247,201.96666666666667,24.0,4.0,10.0,,0.0,0.0,,25.0
2061,Morrill ›,510.0,10987.0,12.0,259.0,23.0,1.0,10.0,,0.0,0.0,,34.0
2062,Morrison ›,4182.0,12526.0,60.0,180.0,30.0,6.0,22.0,8,-13.0,0.0,,29.0
2063,Morris ›,613.0,10907.0,22.0,391.0,37.0,1.0,3.0,4,-17.0,0.0,,30.0
2064,Morris ›,49728.0,10111.0,1219.0,248.0,51.0,31.0,7.0,16,-31.0,0.5,0.11,46.0
2065,Morris ›,871.0,7031.0,33.0,266.0,22.0,1.0,2.0,,0.0,0.0,,25.0
2066,Morrow ›,1107.0,9541.0,16.0,138.0,31.0,71.0,36.0,16,19.0,0.1,0.07,40.0
2067,Morrow ›,2868.0,8118.0,39.0,110.0,27.0,2.0,6.0,7,21.0,0.1,0.48,30.0
2068,Morton ›,261.0,10089.0,9.0,348.0,21.0,0.0,,,-100.0,0.0,,30.0
2069,Morton ›,5271.0,16806.0,100.0,319.0,29.0,9.0,13.0,5,-6.0,0.0,,29.0
2070,Motley ›,115.0,9583.0,8.0,667.0,18.0,1.0,6.0,,0.0,0.0,,27.0
2071,Moultrie ›,1610.0,11103.0,36.0,248.0,26.0,1.0,19.0,8,-24.0,0.0,,22.0
2072,Mountrail ›,1335.0,12660.0,17.0,161.0,24.0,1.0,7.0,,-100.0,0.0,,28.0
2073,Mower ›,4648.0,11602.0,32.0,80.0,40.0,7.0,18.0,15,-27.0,0.0,,36.0
2074,Muhlenberg ›,2954.0,9647.0,64.0,209.0,31.0,2.0,13.0,5,-50.0,0.0,,20.0
2075,Multnomah ›,38352.0,4718.0,597.0,73.0,42.0,4.0,13.0,1,27.0,0.3,0.93,25.0
2076,Murray ›,1061.0,12948.0,9.0,110.0,37.0,34.0,25.0,14,-9.0,0.4,0.31,29.0
2077,Murray ›,4973.0,12403.0,86.0,214.0,0.0,4.0,10.0,6,-25.0,0.0,,25.536858475894245
2078,Murray ›,2017.0,14332.0,38.0,270.0,28.0,43.0,7.0,7,-15.0,1.4,0.22,34.0
2079,Muscatine ›,4806.0,11265.0,99.0,232.0,38.0,1.0,7.0,4,-71.0,0.0,,35.0
2080,Muscogee ›,16482.0,8419.0,460.0,235.0,0.0,2.0,4.0,8,-1.0,0.1,0.35,25.536858475894245
2081,Muskegon ›,17574.0,10125.0,353.0,203.0,35.0,4.0,26.0,14,-45.0,0.0,,32.0
2082,Muskingum ›,8824.0,10235.0,133.0,154.0,33.0,12.0,12.0,8,-12.0,0.1,0.15,31.0
2083,Muskogee ›,9328.0,13718.0,164.0,241.0,27.0,4.0,5.0,9,-11.0,0.3,0.39,27.0
2084,Musselshell ›,341.0,7360.0,11.0,237.0,23.0,0.0,,,0.0,0.0,,28.0
2085,Nacogdoches ›,4544.0,6969.0,170.0,261.0,26.0,1.0,0.0,4,-24.0,0.0,,32.0
2086,Naguabo,1191.0,4693.0,184.76028052279247,201.96666666666667,19.0,2.0,12.0,,0.0,0.0,,27.0
2087,Nance ›,414.0,11765.0,10.0,284.0,20.0,1.0,20.0,,0.0,0.0,,27.0
2088,Nantucket ›,1514.0,13282.0,0.0,201.96666666666667,1.0,4.0,25.0,2,100.0,0.0,,3.0
2089,Napa ›,9871.0,7166.0,82.0,60.0,45.0,89.0,4.0,3,-24.0,1.3,0.05,30.0
